Symbol,beta,dy,pe,roe
AVNT,0.29158142362549616,0.026300002,12.922818,0.040110003
CURI,0.08554276668126053,nan,-3.0,-0.36426
CMLS,0.13399345075279884,nan,2.2973857,nan
ASLN,0.056238754413813624,nan,-1.1690141,-1.56489
BSM,0.2095152579874779,0.115200005,9.344633,0.41917
CDZI,0.08098127481782563,nan,-16.32,-0.66260004
BSAC,0.23519673316349604,0.065799996,7.451362,0.17196
AMRN,0.09764095043483356,nan,-9.642858,-0.16761999
CTS,0.3323611139497908,0.0039,13.474226,0.12286
BFH,0.19553036554220962,0.031400003,2.719212,0.10296
CCEP,0.4103902881424045,0.030199999,14.958237,0.20754999
BXMT,0.289480767599399,0.1333,6.6086955,nan
CDTX,0.05702896524370869,nan,-2.2666667,-3.19235
CTLT,0.27113231856230685,nan,16.596025,0.087299995
BJRI,0.17243968743144006,nan,31.592236,0.012
CMCM,0.08163278152946939,nan,12.166666,-0.16108
CTVA,0.41973244345777977,0.0098,17.563217,0.04753
CPT,0.5045893693203025,0.0367,61.138893,0.14191
AWK,0.49839149924109966,0.0176,28.842413,nan
CMBM,0.11768746408540466,nan,9.831169,0.15689
CRL,0.38603758050591236,nan,15.570843,0.17544001
A,0.5939034355628252,0.0068,21.531,0.24584
CHEF,0.1420409090586436,nan,19.225431,0.07383
CAMP,0.17475433025456966,nan,5.772727,-0.67926
CNMD,0.32050094496088233,0.0069,29.134571,-0.105270006
ACA,0.3349815563098061,0.0034,27.567347,0.11881
CMRX,0.08392998932242879,nan,-1.3975904,1.0591301
CCRD,0.27489759433776,nan,14.0,0.28728
BR,0.6360326228247722,0.0202,19.285147,0.30141002
ADUS,0.19055431222094107,nan,18.327354,0.07621
CUBE,0.47222864435967427,0.0431,28.974522,0.099209994
CRAI,0.25090577775296796,0.0139999995,16.479624,0.20921
A,0.5939034355628252,0.0068,21.531,0.24584
CIDM,0.027750056199536202,nan,7.828,-0.22743
AKR,0.2585938888546678,0.0563,122.818184,-0.02967
ABCB,0.3004209269156036,0.0184,7.0824523,0.112440005
ALB,0.27314267667866626,0.0088,7.2643948,0.40226
AVRO,0.07639367879120552,nan,-0.61251533,-0.86495
ACEL,0.22566577161702434,nan,11.0625,0.43971002
ALDX,0.10294038978363981,nan,-8.076271,-0.34772998
ADI,0.5132602070026279,0.019,16.442413,0.09275
AZUL,0.12769447618532667,nan,13.02,nan
CLX,0.20259087799143322,0.028399998,30.727272,0.90630996
CUTR,0.1479774939863836,nan,30.4,-3.97893
AMCX,0.1409638103204343,nan,2.628529,0.00961
ATNF,0.019886370795283183,nan,-2.5,-1.5286701
CVI,0.13744820639507097,0.0758,10.494024,0.82511
BRC,0.4994770591224461,0.0185,13.358639,0.16396
ATHM,0.14576993906618116,0.020299999,10.900735,0.074439995
BA,0.2665625852357725,nan,41.943207,nan
CVCO,0.30124607509391327,nan,12.884979,0.27993
CLX,0.20259087799143322,0.028399998,30.727272,0.90630996
AMT,0.5065859896033307,0.0311,41.12475,nan
CCEP,0.4103902881424045,0.030199999,14.958237,0.20754999
AUTL,0.09541305147822342,nan,-1.7745098,-0.48641
BNTX,0.06098271864934568,nan,20.546762,0.59059
BALL,0.41365719937616946,0.0155,14.980282,0.20299
CNSP,0.014722207903701915,nan,-0.12583333,-2.13683
AFMD,0.12019425825806251,nan,-1.125,-0.59546
CRNC,0.15392276726132045,nan,19.067163,-0.37530997
ACIU,0.10235674973104723,nan,-5.243243,-0.35291
BBGI,0.0754047763664948,nan,32.333336,nan
CSTR,0.28501696333774995,0.0327,8.802631,0.096260004
ALSN,0.3600619156323445,0.0202,7.2496285,nan
CONN,0.14401140545386765,nan,-2.8969698,-0.10614
APLE,0.27542973366086587,0.064899996,16.730337,0.04578
FSLY,0.11542515586383875,nan,-147.79999,-0.19377
AVNT,0.29158142362549616,0.026300002,12.922818,0.040110003
ADIL,0.02724002741770754,nan,-1.0132353,-3.7532
CFMS,0.059499696414452644,nan,-0.33695653,-0.65239996
BC,0.3357626256888341,0.019199999,7.6044846,0.3444
ANDE,0.17950372597163608,0.0168,12.956522,0.11321
BBVA,0.3198509922149249,0.0588,6.733945,nan
AGRO,0.22149568183983334,0.038399998,10.071429,0.09822
CYCN,0.05582324298547541,nan,-0.21068703,-1.50186
CROX,0.20735619633083877,nan,9.616641,nan
CHEF,0.1420409090586436,nan,19.225431,0.07383
BMRA,-0.006461378999951424,nan,3.4102566,-0.90281
CG,0.4056397835960211,0.0476,6.893182,0.2051
CSX,0.5751929744243776,0.014199999,14.730769,0.3364
BTCS,0.0027582372858358985,nan,-9.5,-1.4828999
CLMB,0.16287179081396283,0.0150999995,13.373495,0.2212
AGX,0.34329225443100514,0.0254,9.0,0.11444
COP,0.26674935665575844,0.0231,9.526852,0.39995998
AHT,0.029026209396428283,nan,-0.7249467,nan
AMAT,0.3770641928767895,0.0115,16.64654,0.50968
CASS,0.39911452340396936,0.0321,11.686901,0.15538
ATR,0.5948381047859947,0.013099999,26.571749,0.118219994
CLRB,0.0815931557115521,nan,-0.5441696,-1.17815
ALK,0.2743321480868384,nan,6.1211267,0.01611
AHH,0.31559056505391575,0.066599995,29.300001,0.118719995
ADC,0.4673636094748726,0.043,38.63068,0.03802
GMAB,0.36305609490303126,nan,3.0696108,0.2225
APLT,0.0845690760939247,nan,-1.25,-2.47772
CLXT,0.04807099293700515,nan,-1.1222222,-1.58118
BILI,0.09272104883192517,nan,-75.40741,-0.40631
ALGT,0.24766493795829675,nan,11.306856,0.00204
AVAV,0.20852613886526755,nan,48.878643,-0.01386
BMY,0.5651745146855212,0.0337,8.162591,nan
ACM,0.4554373706455635,0.0089,18.832201,0.1461
BIDU,0.1730671731708027,nan,11.02468,0.03263
ALG,0.43417611538261947,0.005,16.008152,0.13672
IDW,0.018497408165356312,nan,-0.74545455,-0.21014
BPRN,0.3032435555904183,0.0405,9.653198,0.12118
CODA,0.10792254289178585,nan,12.887096,0.10026
AOSL,0.20221309890268735,nan,14.385542,0.09342
ATRO,0.15615361358041988,nan,28.90196,-0.14399
ATNX,0.07223551637346651,nan,-0.57657653,-19.27271
BTI,0.5033591247425766,0.0752,9.332494,0.09567001
BANF,0.25480004818504004,0.020499999,14.5254545,nan
INSM,0.2107531952485279,nan,-4.779412,-1.93225
ASGN,0.39167243084491665,nan,10.512481,nan
ATVI,0.27534657877924734,nan,18.371159,nan
BOKF,0.33526032233468567,0.0272,9.44482,nan
CEQP,0.14792631079162585,0.1067,13.132979,0.03741
CRVS,0.03122638317186851,nan,-2.8421054,-0.53898
APAM,0.4209674563097143,0.0731,11.480132,0.60460997
HIBB,0.18609077877423558,0.0182,5.0305557,0.38355
AVNW,0.15868999292505392,nan,8.891599,0.069070004
BIOC,0.020523669302109866,nan,-0.32530123,-1.38485
CET,0.7700777280334997,0.0701,-269.07693,-0.12872
CLDT,0.207527330703348,0.0279,8.0,0.0121
COGT,0.009588269275306547,nan,-4.958525,-0.59687
ARGX,0.20852844655925593,nan,-45.957348,-0.26537
BCDA,0.008740126166783026,nan,-2.9855072,-1.5598301
BATL,0.0584052592079514,nan,1.5820225,0.24996
HSY,0.5529943527864788,0.015800001,26.770588,nan
ASGN,0.39167243084491665,nan,10.512481,nan
AMAT,0.3770641928767895,0.0115,16.64654,0.50968
CX,0.2722922949460888,nan,9.67742,0.05297
BTU,0.05432648091789031,nan,6.5094852,0.51505
DAC,0.1668769777818663,0.052199997,2.2717648,0.24059999
CSBR,0.1249860951469927,nan,49.2,-0.38257998
CWH,0.17198112607002572,0.115,7.7206893,1.4578301
CL,0.6344549477994192,0.0247,23.470589,2.21384
AM,0.18690254273459286,0.091800004,12.089888,nan
IVT,0.0007468377042991789,0.0399,140.9375,0.032899998
APM,0.009379715722358826,nan,-3.5633802,-0.60503
APD,0.5529770119922545,0.024500001,23.605452,0.15838
BUD,0.3855077960980227,0.0125,17.052494,0.092860006
DAL,0.25021955158832765,nan,4.972464,0.40967998
CLBK,0.3827410958047689,nan,27.508198,0.08081
CAMT,0.2689116803698029,nan,14.320652,0.23593001
CHE,0.47083102094629914,0.0027,24.380804,0.35109
BPRN,0.3032435555904183,0.0405,9.653198,0.12118
BK,0.4849418129393051,0.0354,8.1746645,0.066810004
BORR,0.035455748010334576,nan,8.910256,-0.32757
ALLE,0.5327013320987917,0.0175,15.737892,0.537
CRM,0.38225491955199925,nan,22.313835,0.00357
CSSE,0.08282688004019426,nan,-0.38864627,-1.18997
AGIL,0.012569453654368061,nan,-5.7407403,-0.23066999
AU,0.09834344292148417,0.0176,19.26087,0.07681
CBOE,0.4035207184052774,0.014400001,18.405796,0.066479996
CXDO,0.09439421156737193,0.015,8.705294,-0.65950996
BCPC,0.485901789224804,0.0057,30.772833,0.11609
CHEK,0.011305826281376672,nan,-1.0461539,-0.41537997
ALPN,0.022831419220026662,nan,-4.1381216,-0.38467
AUDC,0.24624759971597943,0.0361,8.095238,0.14404
CF,0.2584260404201107,0.0221,8.925187,0.56692004
BHE,0.31298970396850845,0.0311,8.148855,0.06822
CBU,0.40083048456786285,0.0381,14.193182,nan
ACER,0.06780563441524871,nan,5.485,nan
AGLE,0.05097634019381416,nan,-0.60249996,-1.24868
ELYS,0.01683337293262162,nan,-3.576154,-1.467
BK,0.4849418129393051,0.0354,8.1746645,0.066810004
AA,0.1919619056137922,0.0112,10.955751,-0.11902001
ANGO,0.19929265887623435,nan,832.0,-0.09002
BSMX,0.22590880758487591,0.1065,5.7941175,0.14743
ARWR,0.16709417800372114,nan,-12.556738,-0.40428
BBD,0.23000012221756372,0.0696,5.7142854,0.13734001
COLL,0.22898347809244846,nan,6.6107955,-0.12571
ACRS,0.027291199833406093,nan,-5.2294116,-0.44008
CLVT,0.23992648397149988,nan,9.736263,-0.42268002
ESP,0.1250907816674971,0.0045,2212.2102,0.08793
ADIL,0.02724002741770754,nan,-1.0132353,-3.7532
AA,0.1919619056137922,0.0112,10.955751,-0.11902001
AFG,0.34088998594276776,0.0207,9.8736925,0.19815001
AUMN,0.07823522697990085,nan,-11.5,-0.96306
COMS,0.009811479524473409,nan,-16.272728,-1.98534
CXT,0.4313395010903973,nan,8.27972,nan
DMS,0.03629003103364839,nan,-3.0390477,nan
CLXT,0.04807099293700515,nan,-1.1222222,-1.58118
BVN,0.13353977662033265,0.0197,7.0,0.04363
ARLP,0.12170773418582799,0.1359,3.5109243,0.40393
CYBR,0.2668243820996533,nan,110.26549,-0.18562001
CSTE,0.2280670105255464,0.08270001,7.4754095,-0.121070005
CLGN,0.05498647894704215,nan,-36.05263,-0.43733
CNP,0.4270536179433039,0.025,18.925465,0.10865
CFR,0.3539584098572565,0.0345,11.69141,0.15287
CRNT,0.12978083501012383,nan,24.375002,-0.054970004
CYD,0.22663012586070608,0.054,6.713043,nan
BMI,0.43121717220017775,0.0068,44.70608,0.16488001
CASA,0.11191157207697347,nan,-125.0,-1.20629
CLMT,0.09037684218490846,nan,8.291866,nan
FLIC,0.325736124050612,0.0691,7.048193,0.12059
AVNW,0.15868999292505392,nan,8.891599,0.069070004
ESRT,0.2642186847845568,0.0239,87.28571,0.03754
AGRX,0.050011759512590896,nan,-0.5863636,nan
ACIW,0.3531361288507097,nan,18.902985,0.11663
CLIR,0.02708565568622189,nan,-7.5714283,-0.64572996
CSV,0.22757692300835622,0.016,10.594095,0.31213
CASY,0.438667871796182,0.0068,21.325258,0.18795
CARE,0.25918618544806105,nan,6.090048,0.13615
BHP,0.39650907848464345,0.0928,28.941177,0.39403
GMBL,0.03757705132615629,nan,-0.046666667,-4.30657
ALT,0.012492551399859247,nan,-2.15812,-0.44072
ALTO,0.05704250561560168,nan,7.705882,-0.12734
ACMR,0.11714173725529037,nan,9.166667,0.062280003
CNTY,0.13860046005712987,nan,6.3423424,0.089770004
ATO,0.4935925581371658,0.025999999,17.806553,0.08795
ALRS,0.27147358550552964,0.048699997,7.820652,nan
DNLI,0.16737896987296258,nan,-6.9385476,-0.32522
FSS,0.46125018185776034,0.0078,19.685825,0.14639
CRS,0.24083901487373768,0.0165,17.463577,-0.00422
CYTH,0.03677626619918279,nan,-0.9336191,-1.88352
BBW,0.08517012668252495,nan,6.170213,0.45099
CTAS,0.5399071193043422,0.010299999,31.96143,0.37425998
CATY,0.3816317950306232,0.0437,6.8982687,0.15373999
GECC,0.1533336423985318,0.1712,5.5034013,-0.19556
ESTC,0.21308568784473228,nan,63.611115,-0.62409997
BTCY,0.032597357752515446,nan,-1.8100001,nan
BALY,0.1802428339458086,nan,13.650794,-0.35139
CNXN,0.3288724362195909,0.0081,10.62533,0.12318
AVB,0.47628876570389506,0.038599998,32.557762,nan
CLAR,0.2580678579479386,0.0104,8.17647,-0.21073
AON,0.5341657046176665,0.0074,19.913044,7.25926
AP,0.0595508366301391,nan,13.130434,0.03529
FBNC,0.2829048731172958,0.027999999,8.597766,nan
GMDA,0.04943114942892485,nan,-2.0253165,-4.42028
CRTO,0.1956013726616212,nan,10.483334,0.00954
BMRC,0.3382948470811855,0.0556,8.199999,0.107130006
ALKS,0.23834308042458283,nan,19.554794,nan
ALV,0.4052402494079238,0.0311,9.167735,0.15654
CGEN,0.12258423807835757,nan,-0.95161283,-0.3655
CZR,0.17484419288956185,nan,20.309418,-0.12639
AROC,0.15314332519738305,0.0608,13.905405,0.05056
CORR,0.09583394347117555,nan,4.952381,-0.03783
FLO,0.4249799914608009,0.0324,20.227942,0.16002001
BILL,0.14101179272176526,nan,60.007812,-0.085209996
CODI,0.31729389759484156,0.053600002,8.703196,0.031770002
CIVB,0.29824953222742145,0.0378,5.1525974,0.11427
ATRA,0.11469813049067022,nan,-1.4648649,-1.12394
BN,0.4939591041073501,0.0154,6.833684,0.03756
CLPR,0.2148624044208398,0.0729,-29.166666,-0.23469
BIG,0.1436033638960537,0.1412,-3.5674603,-0.23792
ARQT,0.09343936546151156,nan,-4.1437125,-1.22801
HT,0.1504136595234103,0.0317,-10.16129,nan
GTE,0.08605682901339747,nan,2.504375,0.38638002
INT,0.22393800369112657,0.0233,9.418326,0.059270002
CBAY,0.046758951542559005,nan,-9.607143,-1.25377
BCEL,0.03561870745250918,nan,-0.6060606,-0.83277
ATSG,0.3013244167302292,nan,9.316513,0.14365
BIOL,0.024529207813389353,nan,-1.1363636,-1.90278
CRWD,0.18918693899970412,nan,39.88372,-0.14438
CTIC,0.03909446945179608,nan,12.150001,nan
IDXX,0.4352687803745584,nan,44.987206,1.04577
IEP,0.5063346283552667,0.1568,68.63513,-0.00265
BAP,0.29349714159861034,0.0299,7.3871317,0.16763
ALLT,0.18345450517142045,nan,-27.1,-0.28099
CWK,0.2748425802420671,nan,5.0773196,0.12627
AVK,0.4740573679992958,0.122,-391.6667,-0.30389
CBIO,0.027505600654296424,nan,-0.8833333,-0.31273
CSCO,0.5884884001286548,0.0335,11.753732,0.27916
INSP,0.2407327904527935,nan,-764.65717,-0.1238
CBRE,0.4043758052454014,nan,13.738352,0.15853
BATRA,0.30948905496970963,nan,559.5714,-0.118640006
AUB,0.29239534526508787,0.0436,10.006993,nan
AMAL,0.22262838994407028,0.024300002,5.594502,0.15189
ARTL,0.05607979199281713,nan,-1.0723684,-0.43303
HIMX,0.1413573534465894,0.1903,8.972973,0.2667
ACR,0.08741014506747684,nan,3.9115045,0.023440002
ARVL,0.04366345127227369,nan,-0.19366516,-0.04721
ANIK,0.23692998593742992,nan,855.3334,-0.05189
GMGI,0.03559110033526212,nan,20.545454,-0.02799
BUSE,0.3568128621626816,0.0537,7.6708865,nan
CFB,0.1690316900033705,nan,7.268116,0.095970005
BCRX,0.10656296953408773,nan,-14.921569,nan
COKE,0.2734266818473037,0.0034999999,15.137649,0.47084
BBDC,0.3974706195882649,0.1339,6.5689654,0.00484
HTGC,0.3644398222287004,0.12020001,7.0802135,0.07534
CHCO,0.4132858066401893,0.028800001,13.120864,nan
CAPR,0.026672464923385587,nan,12.548388,-1.3449299
CAN,0.05262829255972828,nan,1.6300577,0.12642
BBAR,0.16140431612527437,0.0462,18.608696,0.16974
CLLS,0.12028497786308594,nan,-1.2965517,-0.54460996
APDN,0.002103060318380233,nan,-1.590164,-0.84253
COLM,0.4141697108613265,0.0139,13.9933,0.15869
CYAD,0.0319146313594841,nan,-0.17475729,-1.7071899
BJ,0.15417649308569784,nan,17.801867,0.60682
AGM,0.37224656717820215,0.033299997,9.672714,0.14333999
CFFN,0.393177683317227,0.052699998,22.142857,nan
BCML,0.20701103296148138,0.0248,7.3157897,0.086330004
ALPP,0.023371085177629123,nan,-5.02,nan
CLDX,0.05763648174675025,nan,-11.228572,-0.30127
BHF,0.29660946603403554,nan,2.587822,0.00090000004
CBRL,0.2593452562170206,0.0494,14.847552,0.19896999
ACGN,0.04425912579728083,nan,-0.7683486,-0.45497
CRMD,0.09696424314171119,nan,-6.4155846,-0.50403
IFF,0.449124433095655,0.0343,17.010527,-0.0956
CLSD,0.0811918656638816,nan,-1.6290323,-1.35635
CARM,0.05188084372459376,nan,-3.2936509,nan
AGO,0.29056130940821057,0.021300001,10.260952,0.023239998
ACET,0.08416450840536241,nan,-2.1549816,-0.2344
CYCC,0.06818940065735543,nan,-0.21107267,-0.80337995
ACTG,0.16295990575338337,nan,-55.0,-0.28824
ANPC,0.021087605761112776,nan,-10.597014,-29.85725
CBZ,0.5490410954888668,nan,19.883018,0.14862001
CLW,0.11902323719230691,nan,7.078431,0.08489
ESPR,0.07128257264821804,nan,66.00001,nan
ALOT,0.1794413853455413,nan,42.028572,0.03218
FBIZ,0.2668908424945978,0.031600002,6.71897,nan
JACK,0.22248762427973026,0.0196,14.04394,nan
ACLS,0.25189705856251093,nan,17.021584,0.30356002
CSTL,0.1339357399743601,nan,-10.52558,-0.16559
ACHV,0.08481762529893516,nan,-4.4784946,-2.33044
BSVN,0.1716763714830944,0.028299998,6.717087,0.21832001
CNS,0.42993568523901465,0.0388,16.91831,nan
AUPH,0.08547636665573409,nan,-22.959183,-0.2446
DMTK,0.07012174226207624,nan,-1.0358362,-0.64457
DAO,0.05107420718215943,nan,36.411766,nan
CIVI,0.14840613153046178,0.028099999,6.477486,0.2489
BBIO,0.08704688476081202,nan,-6.0,nan
ANVS,0.03312588130411486,nan,-7.75,-0.69566
AFYA,0.20546629590787724,nan,6.577143,0.12568
ALTG,0.19726031939754202,0.0163,28.857143,0.06776
BBSI,0.2833542438994677,0.0146,10.556818,0.24468
ASC,0.12384683228065234,0.0293,5.923387,0.33145002
EB,0.18624089893866858,nan,-34.61905,-0.32922
AGS,0.10581768335135504,nan,24.000002,-0.17672001
CSWC,0.31318880778856245,0.13159999,7.137795,0.0729
BTAI,0.12210369705220248,nan,-4.3138075,-1.11082
CRNX,0.14479052551182217,nan,-5.8678684,-0.50571
ARMK,0.2565751999433469,0.0128,14.518828,0.075729996
CFRX,0.0396728447596761,nan,-0.6898955,-3.4726
FSP,0.2515277552953005,0.0348,-6.105263,0.00141
CYH,0.09819216206001417,nan,11.321429,nan
ESS,0.45906593410504515,0.044899996,36.867447,0.07137
BOX,0.26877026650907193,nan,14.782123,0.90893996
CRSP,0.17194928299222942,nan,-8.156667,-0.30418
BMRN,0.29306671275199836,nan,33.936398,0.03192
BTBT,0.0364388893037234,nan,-5.5,-0.39414
ALGN,0.2619367392362659,nan,32.825428,nan
ADAP,0.056508975267812775,nan,-3.1555555,-1.14965
AROW,0.39161456021445507,0.050100002,7.101974,0.13467
CLNE,0.1253430063833451,nan,-47.444443,-0.080369994
BPMC,0.22779930311651148,nan,-6.4052696,-0.75066
BBWI,0.1892569629917094,0.0232,9.915254,nan
GDYN,0.1516324067781101,nan,18.423729,-0.09901
BHR,0.11454142193621772,0.052800003,-16.521738,0.028670002
APH,0.6867511710488131,0.0114,23.365326,nan
FBP,0.3061514955743178,0.048299998,7.781457,nan
ATOM,0.12167371771039981,nan,-12.741936,nan
CAT,0.45161699098469815,0.022,12.743156,0.41374
ALIM,0.0682795923736046,nan,-4.575,nan
CNX,0.1210306738161113,nan,8.005155,nan
CASH,0.25312327629587095,0.005,7.057052,0.1703
CGBD,0.19520745091624336,0.131,7.0,0.09178001
CZFS,0.15856218076964748,0.0223,9.896,0.14085001
CB,0.48964161378053717,0.0165,9.98316,nan
FLR,0.1254764124367841,nan,12.365957,0.04098
FSTR,0.20887300520743443,nan,13.975308,-0.28441
BWA,0.3927410595786966,0.014099999,8.399652,0.13893
ATRC,0.2891165179776817,nan,-46.797874,-0.098809995
ACN,0.6341776753323697,0.0165,22.262907,0.30949
AORT,0.22268061600586328,nan,69.35,-0.06561
CENX,0.13751820694461728,nan,4.593583,-0.03438
CCAP,0.22451079938946664,0.1149,7.4603176,0.02458
ALTR,0.3910175939643691,nan,59.017097,-0.07343
BANC,0.2562303273270529,0.0354,7.9370637,0.09567001
ATTO,0.06161389033159172,nan,-0.7563025,nan
CRUS,0.38606019765128213,nan,13.425666,0.19931999
CBD,0.11248165809352006,0.0225,-303.0,-0.05718
BANR,0.3233311813224688,0.0398,8.533333,0.13372
ADES,0.14341269868188936,nan,61.666668,nan
AGEN,0.11328328239689343,nan,-1.8641975,nan
AGYS,0.1950051526708263,nan,83.91398,0.09105
ESTE,0.14133330037851838,nan,3.2596157,0.38609
GME,0.021109763795848484,nan,-52.135136,-0.2141
BNED,0.11085873041512807,nan,-4.216216,-0.31605
CODX,0.0037660343905328492,nan,-2.509091,-0.11437
CERS,0.21155538483099284,nan,-14.4375,-0.55552
ANET,0.3997441091490445,nan,24.908243,0.30514
BWAY,0.12171586338251322,nan,-12.916667,-0.25991
CZWI,0.21688199590235366,0.027999999,7.937008,nan
APA,0.14999488624612903,0.027999999,5.0341525,6.0925403
ARR,0.25823641851104,0.1924,4.322034,nan
IDYA,0.08135384879631738,nan,-6.788104,-0.18021
ARI,0.1508258155356492,0.1496,6.325,0.1141
BATRK,0.30999806087756804,nan,-3802.0002,-0.118640006
CS,0.22856487281872626,0.0625,44.745003,0.10897
BTTR,0.025140659735713496,nan,-3.4250002,-0.99029
CKPT,0.09352370087823135,nan,-1.7277488,-12.20384
DAIO,0.0868976523175625,nan,-90.4,-0.057490002
CWST,0.4404842449269273,nan,62.67606,0.11534
APCX,-0.0031977122276750205,nan,-8.518518,-4.3602
COF,0.3455672871606881,0.0253,6.5787697,0.12956001
HTBI,0.28337188817401265,0.0189,6.583596,nan
GTEC,-0.005171219261539483,nan,2.9795918,0.08283
CTG,0.14060872604905936,nan,9.671429,0.06595
ALLK,0.0765990330288323,nan,-2.2486773,-0.84653
ALLY,0.3056247599825118,0.0464,5.3400807,0.095860004
COHR,0.2721753777503518,nan,8.032941,0.0015199999
BCS,0.3138253678327752,0.047199998,7.27027,0.085760005
CSGP,0.4178740552652185,nan,50.960262,nan
IVZ,0.3387128702387643,0.0464,8.784615,nan
CHCT,0.3197223849209836,0.050100002,31.672567,0.04592
HII,0.4150217724537664,0.0248,12.068224,0.1839
BHB,0.27803748070860446,0.045500003,8.435373,0.1164
ACRE,0.18560834147262495,0.1612,6.15,0.04177
CBSH,0.4688028135833714,0.020599999,15.343406,0.177
CANF,0.022782721246043584,nan,-0.4943182,-1.07913
AVNS,0.32306806772476904,nan,14.623763,0.039419997
DB,0.3034104404613587,0.03,4.5875,0.08064
IZEA,0.03209335892065761,nan,5.2954545,-0.06161
BCO,0.29122683530289145,0.0128999995,7.826899,0.44919997
ACGL,0.43298110942458773,nan,11.204478,nan
ATXI,0.015064518082523206,nan,-0.44806606,-1.0728
ANGI,0.1315676545442285,nan,-57.5,-0.116510004
AGIO,0.18801659897944026,nan,-3.4494722,-0.19375
ANIP,0.1644496290322015,nan,9.622449,-0.13738
ARVN,0.09744915442490884,nan,-3.4993324,-0.41958
ACRX,0.06721346422597098,nan,-0.2815126,nan
AVGO,0.5060236026954834,0.0299,14.251593,0.55274
ANSS,0.4854899576126768,nan,32.76827,0.11201999
CFBK,0.10818616991497829,0.014199999,6.344569,0.1373
ACHC,0.25259599570962005,nan,19.644022,nan
ALRM,0.309677819800031,nan,23.726368,0.089090005
BV,0.2568396885738183,nan,6.827161,0.0062300004
COMM,0.20156960001044544,nan,2.125,-5.67166
EMAN,0.036655401957984675,nan,-82.5,-0.052470002
ALX,0.42182513737378635,0.0999,14.302075,0.23567
GMRE,0.3564231694661451,0.0933,116.0,0.03108
BSRR,0.28089056886438657,0.056900002,6.7172127,0.110649996
BBBY,0.03530414428624375,nan,-0.018840069,nan
AFL,0.4451508807486044,0.0257,11.488486,0.15107
COLB,0.2981795119692002,0.0421,5.313433,nan
CLSK,0.0487683595456643,nan,-2.5064104,-0.21000999
HTGM,0.017722864901553063,nan,-2.3301888,-2.73495
EARN,0.1897968995643904,0.1317,5.8492064,-0.22650999
CNSL,0.16789763184775217,nan,-4.16129,-0.18886
BNTC,0.015315871231371897,nan,-0.21168423,-1.90065
BSX,0.5545295496692111,nan,23.58371,nan
DAVA,0.25683017469832964,nan,17.49848,0.21483
ACU,0.10037231303769073,0.0214,10.314961,0.04047
FBIO,0.11707002450605267,nan,-3.6523812,-1.55064
BBU,0.3027725618697447,0.0150999995,7.281044,0.02256
JAGX,0.016894475164039535,nan,-0.013301333,-9.22073
ESSA,0.26309759805794825,0.039,8.6505375,0.09591
CAR,0.09925617828587066,nan,7.5564585,nan
CASI,0.08527645088531072,nan,-2.7257144,nan
CRMT,0.21287958610002497,nan,14.696527,0.09092
BHLB,0.25288660511365446,0.0341,8.825726,0.095699996
CSTM,0.21575196120471676,nan,6.4847164,nan
AGR,0.4398993692572625,0.0435,17.205128,nan
APLS,0.12586841794675188,nan,-24.182608,-3.5392802
FLL,0.1430379054443431,nan,5.0285716,-0.13933
DAR,0.3082733376758848,nan,9.546474,0.20626
DBVT,0.025746311853619207,nan,-1.7951808,-0.65553004
ATOS,0.06215613123899534,nan,-2.5568,-0.21054001
CNTG,0.017107528216633874,nan,-0.623077,-1.0793099
BPOP,0.35666082116927933,0.0373,7.0850053,nan
ESQ,0.20361271586129737,0.0108,8.156118,nan
CLNN,0.01859884004702864,nan,-2.317073,-3.77896
CCB,0.22147838908737666,nan,6.427305,0.18270001
FBK,0.312750134161112,0.020599999,11.275863,0.09144
CRON,0.15601261189689622,nan,-13.357142,-0.13633999
CATC,0.34110102071546494,0.0496,10.540816,nan
CSWI,0.41835315132841605,0.0057,21.969004,0.17768
CCEL,0.02267128979024018,nan,41.666664,1.5187199
EBAY,0.3939706965889826,0.0231,10.272124,nan
BAND,0.10943659922482898,nan,8.883212,0.05716
AOS,0.45081840646829757,0.0175,18.812672,nan
ARMP,0.021052900915545753,nan,-3.7674417,-1.201
BANX,0.21525253557563415,0.087799996,7.554585,0.03563
AVA,0.36916820882179213,0.041300002,17.914633,0.06913
GT,0.2271130253502816,nan,6.506098,0.03925
BOXL,0.03755749241918444,nan,17.535,-0.04615
ET,0.2553560179646037,0.097399995,8.309678,0.14439
BTCM,0.044078577877819033,nan,-136.5,-1.22626
CEPU,0.16225710171382063,0.0271,14.878049,0.07506
CYTK,0.10918303834048462,nan,-8.8,-5.72148
AGCO,0.33527933230190793,0.0078,8.815078,0.23878
CGC,0.1176891575198683,nan,-2.7083333,-1.12001
AVAL,0.27885181607855186,0.123500004,7.2058825,0.11389
BWB,0.3200819356562761,nan,7.107143,0.13808
CZNC,0.3022752067234432,0.0583,11.790124,0.09770001
CIX,0.14144671796975927,0.0556,11.242236,0.12591
BTE,0.11936995660605969,nan,4.0537634,0.32646
COCP,0.019811787298643937,nan,-0.9323308,-0.66322
CGNX,0.3853743779373253,0.0058999998,32.889652,0.15027
CLB,0.1462024292889551,0.0019,18.153225,0.112349994
BBY,0.37429388878281106,0.051599998,10.570212,0.48805
GE,0.35581438591877274,0.0033000002,24.804512,nan
BIIB,0.1697577855195335,nan,18.505474,nan
CORT,0.13883261299127045,nan,27.144579,0.23111
