Symbol,beta,dy,pe,roe
FPI,0.26866863346701503,0.0235,115.99999,0.01845
EBMT,0.19441700444001958,0.039300002,7.497382,nan
EVBG,0.10838311268384035,nan,14.519338,-0.16274
FULC,0.05746414394699155,nan,-1.1111112,-0.53533
GPK,0.5017211485505292,0.0165,8.474227,0.25822002
FFWM,0.27183107448116217,0.0725,4.460993,0.10054
EPAC,0.3555536003497223,0.0016,17.6,0.0739
KEX,0.33911320884218993,nan,15.124209,nan
ETON,0.12345351026511882,nan,20.166666,-0.58752996
ENR,0.36690666654906856,0.0365,10.223242,-0.89781
G,0.5530149918998314,0.0127,13.418674,0.18983
GAIN,0.45098178982446513,0.070700005,12.669724,0.10696
EWBC,0.314088283896594,0.0376,6.1682577,0.20193
FTS,0.6478799562493249,0.0381,19.258772,0.0692
EDIT,0.13429996667158126,nan,-2.8936172,-0.48218
DE,0.42944529893941064,0.0134000005,11.7726555,0.41702998
FCX,0.27394624940192336,0.016,17.0,0.14586
FCN,0.19272520085116618,nan,21.21034,0.14425999
HASI,0.2726135020263523,0.0598,11.631147,0.025940001
GPRE,0.1623881735724955,nan,15.186666,-0.09558
KN,0.45792157330355127,nan,12.597014,-0.35076
JRVR,0.23588620292345885,0.0106,7.979508,0.0435
HZNP,0.2305972754594697,nan,16.34706,0.107030004
FCCO,0.19332620011571008,0.0278,12.201149,0.117180005
GVA,0.2238701565083749,0.0139999995,8.950704,0.079629995
FOA,0.09025094495160527,nan,3.5434783,-0.96182996
FDP,0.22138076505167806,0.0208,12.428572,0.05077
GERN,0.09651712832571682,nan,-8.4827585,-1.37492
JKHY,0.4687309497581268,0.0134000005,30.703007,0.25329
HBNC,0.30672760179110725,0.0602,6.3433733,nan
EPIX,0.02939328654265879,nan,-2.3913045,-0.18736
FTI,0.17850439326866546,nan,13.828282,-0.0109
FUNC,0.1929985294156787,0.0513,4.2599998,nan
GO,0.18699434484140015,nan,26.828829,0.06138
ENSV,0.029481890287810755,nan,-3.3846154,-1.71249
FE,0.40381354179457124,0.0379,14.906366,0.045450002
IR,0.4491651454779585,0.0015,20.219858,0.06474
IMKTA,0.22782013641364696,0.0070999996,19.58298,0.23261
EDSA,0.03236868898430041,nan,-0.7816902,-1.4892501
GRC,0.4115151815227601,0.0299,16.045752,nan
IONM,0.006253259079823799,nan,-1.0537635,-1.74963
FUTU,0.08226824532200193,nan,11.264631,0.13988
JMIA,0.10260369614408517,nan,-2.5405405,-0.80997
KIDS,0.22749290783576104,nan,-65.50649,0.00416
HONE,0.3922356207388504,0.0276,12.356321,nan
EXAS,0.17786274353718798,nan,-33.89947,-0.19391
FHI,0.365602401037068,0.0255,11.186486,nan
FGBI,0.20675834795193498,0.0468,8.824676,nan
GNTX,0.611154100083478,0.0183,13.328503,0.15923001
DECK,0.3232160922918855,nan,20.27665,0.29626
EDUC,0.09828756306689589,nan,5.0238094,-0.00559
HOTH,0.013083258301114929,nan,-0.52108437,-1.51586
EPRT,0.24100685115630105,0.0462,25.78125,0.05935
GREE,0.02304211307036699,nan,-3.2673333,-3.26215
KNSL,0.2992135505683334,0.0017,28.237684,0.22026
HOV,0.14066958697507312,nan,102.45833,0.74035
HUBG,0.3854380659246339,nan,9.779508,0.24283001
HLF,0.1981136321424519,nan,4.174157,nan
GOOD,0.2993545460632967,0.1019,-54.272724,0.02481
EVLO,0.048218348314756986,nan,-0.20783783,-62.32762
GTY,0.4108032713604672,0.052399997,26.664001,nan
GIC,0.26523365934453424,0.0309,11.792035,0.42911997
JNJ,0.6903452272036928,0.028800001,14.908926,nan
ENTG,0.3519349605537381,0.0056,20.139784,0.08472
GIII,0.12537210885580596,nan,5.4895105,-0.09252
EGLX,0.08698787051789887,nan,-8.401999,-0.29698
GNL,0.3419619170944058,0.1471,-125.11111,0.0078
IOSP,0.4260445392039861,0.012999999,14.602011,0.12829
DENN,0.18761028264368226,nan,16.014286,nan
HCCI,0.263293555479509,nan,10.857142,0.2195
DFFN,0.03321765981743072,nan,-0.52387446,-0.56563
DHR,0.5479875190254212,0.0047,22.47723,nan
HTLF,0.34873721663021084,0.0379,6.7134023,0.11797
HLX,0.11374915529167869,nan,12.719298,nan
GGG,0.6274141845869426,0.0121,25.660194,nan
GWW,0.5354552446267035,0.0104,18.718246,0.65904
IGMS,0.06605296402525769,nan,-1.9908088,-0.83094
ENVB,0.01789534720339572,nan,-0.18314001,-0.9757
KKR,0.43639915492205095,0.0123000005,10.875,-0.01831
FENC,0.100591602063338,nan,30.33333,-3.59221
FREE,0.12602653046627238,nan,-120.00001,-0.19969
GTLS,0.1802955637011003,nan,11.852182,0.03833
JEF,0.4220138677413591,0.0396,8.276485,0.05688
IPA,0.027346873265985134,nan,-4.672727,-0.47946
FOSL,0.055808796199195,nan,-2.9473684,-0.10025
HLIT,0.23452109081503286,nan,13.813725,0.09085
IRS,0.1290543835792352,0.0345,-1.9368422,0.00329
FWRD,0.41637230001998304,0.009,14.965958,0.29701
EQIX,0.47129689948789216,0.019299999,71.19764,0.06294
IRWD,0.264463078439826,nan,9.7289715,0.27826
GOOGL,0.5599657440499946,nan,17.285023,nan
HMN,0.39690984327485396,0.0429,8.988506,-0.00179
HAE,0.20326495504735423,nan,24.620586,0.12711
JBL,0.45345041418594345,0.0041,8.625828,0.38428003
FXNC,0.15051946196297497,0.0404,6.839623,0.14904
EOLS,0.08828839859486715,nan,54.625,-1.4826801
DINO,0.19309458971252608,0.041100003,6.301429,0.37287
JOUT,0.33788529307434295,0.0215,9.780776,0.08225001
ISSC,0.12463384019628637,nan,18.970587,0.17593999
HSC,0.17181407743133797,nan,32.714287,-0.18688999
ICE,0.6503500000017398,0.0161,18.03477,0.06583
MS,0.48265727558915184,0.035099998,11.760784,nan
LXRX,0.05585860832627863,nan,-5.085107,-0.88371
HPK,0.03365354553902861,0.0047,4.97733,0.27497998
MDWD,0.07767644900773846,nan,-8.221429,-6.19046
KMDA,0.14470005763205396,nan,24.526316,-0.01316
IBN,0.3564554514784185,nan,18.2,0.17331
ICAD,0.10433903420402624,nan,-5.0000005,-0.33545
ICL,0.2911047850318471,0.1505,8.583333,0.42473
EL,0.4964482949277504,0.0107,33.79726,0.21863002
KREF,0.35412983739233433,0.1657,6.0677967,-0.01459
NBTB,0.37443476247558827,0.0373,9.482353,0.121400006
HI,0.3591027505340689,0.0201,11.520202,0.17962
GBCI,0.3693075404678191,0.0404,14.447826,0.101210006
FICO,0.3695190000530089,nan,32.181698,nan
FANG,0.15969046419754684,0.081199996,6.4783597,0.31533
GRTS,0.030386904984566112,nan,-1.630137,-0.61875
HSIC,0.45939444363371473,nan,13.9809675,0.12111
FL,0.2148248089093863,0.0388,10.093751,0.10526
GM,0.337676888274329,0.0112,5.083077,nan
NBY,0.005626015744519926,nan,-1.3529412,-1.02369
HCM,0.1313057502846864,nan,-14.653847,-0.42995998
IMV,0.04999429974868448,nan,-0.4351852,-5.0858097
NCMI,0.05400419796351596,0.5023,-29.699999,nan
EPAM,0.2307619395032428,nan,20.334053,0.15255
ERIE,0.3334100576119827,0.0218,30.566807,0.21395999
ERYP,0.027855049914249606,nan,-0.30785716,-0.00984
LYFT,0.15563010215092535,nan,18.303572,-1.8319299
KMPR,0.3374760408150699,0.0239,9.749499,-0.093380004
FHN,0.26155060558111437,0.0341,9.0463915,0.11018
HPP,0.32513399881872374,0.1912,-11.829787,-0.00402
FRTX,0.033811332963762146,nan,-0.093235835,-1.31472
DKNG,0.14554178329547715,nan,-22.131313,-0.91828
DLHC,0.11470589928744941,nan,9.81,0.19506
FAST,0.6174734418997458,0.026199998,25.276995,0.34694
MSEX,0.34083461466160064,0.0166,27.130112,0.10989001
EGAN,0.18892517571999579,nan,19.837837,-0.04009
INBK,0.22138654315324666,0.015700001,5.2163124,nan
INCR,0.010847010166545915,nan,2.5053763,0.0883
GCI,0.07437941835547514,nan,47.5,-0.18971
DLTH,0.165732394319213,nan,39.125004,0.009980001
ORTX,0.06451308514088394,nan,-1.2930107,-0.97763
KRNY,0.3452948455915116,0.0586,11.1285715,nan
ELME,0.4333558271684176,0.041500002,191.44443,-0.02392
HSTO,0.03767927959118469,nan,-0.21743457,-0.63429
HQI,0.0814735208006774,0.012200001,14.513888,0.22812
HROW,0.12142063769580125,nan,17.767607,-0.73805
ICUI,0.31499986425514515,nan,22.489893,-0.04009
DM,0.07761657172762267,nan,-24.444445,-0.83379
ODFL,0.44117319169537716,0.0052,25.148354,nan
FATE,0.12081769172873098,nan,-3.4885058,-0.48456
IVR,0.08928659989885852,0.15560001,3.0314286,-0.36526
FRBA,0.2594840247656539,0.0253,4.601896,0.13047
KNDI,0.04567443092142483,nan,21.199999,-0.030569999
HDSN,0.08482499027756554,nan,5.6014495,0.84455
HRB,0.3011988826318203,0.0348,8.151443,nan
PPL,0.5299624353752009,0.0339,16.894117,0.051659998
FSBW,0.27075228700886933,0.038,5.864706,nan
KRP,0.18909455834396524,0.1252,12.338463,0.22507
OFC,0.42769001604641216,0.052199997,18.609755,0.08698
EPM,0.16757993503047972,0.074499995,6.793814,0.55097
EGHT,0.16655570165374659,nan,5.8571424,-1.05496
OSIS,0.4793358689187671,nan,16.137142,nan
EGRX,0.21395648535545683,nan,7.389474,0.17386
HEI,0.43706025285364025,0.0011999999,48.320915,0.14051
GDDY,0.3963577109870565,nan,20.289545,nan
FISV,0.5266416008130109,nan,14.555423,nan
ESI,0.4174294162424637,0.0182,11.634616,0.07678
HZO,0.2019060598665695,nan,4.666667,nan
KO,0.7184965844508286,0.028800001,22.829182,0.36832002
FREQ,0.0528543974953317,nan,-0.36254543,-0.81571996
GLPG,0.22106907282676758,nan,-18.57143,-0.08434
ITCI,0.1226384786033802,nan,-74.879524,-0.47722
GSBD,0.23160865263390693,0.1305,6.8472905,0.03529
KRYS,0.10106395632214997,nan,-32.8125,-0.25089002
ESEA,0.055718023907785866,0.105500005,1.9255214,0.86726
DHT,0.13660165364981458,0.1551,6.0833335,0.05845
EXC,0.5249504036856477,0.033,16.908365,0.069
EXP,0.40767160356386156,0.0069,12.148361,0.36478
EHC,0.4454867489050751,0.0095,18.172806,0.16459998
INFY,0.47744634128297114,0.026400002,18.722893,0.31044
KZR,0.058791180393929485,nan,-1.7867647,-0.2924
IDEX,0.04395755086518093,nan,-0.24,-1.09945
PWFL,0.12244425666714276,nan,71.75,-0.049089998
MRUS,0.1065235923126951,nan,-4.450116,-0.46583998
IART,0.4463733682511446,nan,14.481675,nan
EQ,0.001252574538994208,nan,-0.6760869,-1.26826
PRAA,0.27360344674690146,nan,13.189091,0.09036
EXPO,0.48646312938198205,0.0109,40.73009,0.27738002
EQR,0.4634460843425341,0.044,37.205883,nan
HRTX,0.1414867651324163,nan,-5.1956525,-3.9942899
KOP,0.23407270272063416,0.0075,7.055914,0.1568
FSFG,0.21410544458644026,0.0373,5.1815066,0.08103
GSIT,0.12884329134249486,nan,-2.8,-0.24714
KSS,0.16344715600056353,0.0929,7.3189373,-0.00451
IBIO,0.00358028075266398,nan,-0.9908257,-1.0240101
EGP,0.49808238697839413,0.0305,42.70769,0.10569
DIS,0.4661493522299691,nan,18.841911,0.03496
GSMG,0.02224054734647926,nan,1.1666667,0.15929
MDRR,0.017709302337854928,0.0548,-2.0528572,-0.22701
LW,0.34711876876635683,0.010199999,22.633602,0.97931
LAD,0.2741428471426454,0.0091,6.25928,0.22017
EXLS,0.4124039788753384,nan,23.016775,0.19701
ICCC,0.024533646425785715,nan,-44.727272,-0.07922
HGBL,0.07896865435648338,nan,12.041667,0.38284
KALV,0.05211834916604098,nan,-2.9312713,-0.46238998
GDOT,0.2511880834615608,nan,7.8136363,0.06934
HPE,0.406766535796587,0.0335,6.660465,0.04235
EQT,0.122253912926555,0.0189,7.139344,0.16814
IBP,0.26636888182696383,0.0112,15.136418,0.49087003
EYEN,0.054375437378448965,nan,-8.444445,-1.4859599
FRO,0.1161750810315681,0.2705,6.3142858,0.24117
ITRN,0.2086301261961459,0.026800001,8.253968,0.27179
HGV,0.296643008301192,nan,9.490022,nan
KB,0.4001054009247612,0.0403,3.8924844,nan
MDU,0.41667652565733554,0.0311,12.759826,0.10539
LAND,0.33839695565739286,0.0344,-55.551727,0.00714
EQNR,0.2902406668886747,0.0286,4.680782,0.61804
EIX,0.49690576478191134,0.0401,14.431373,0.03466
KR,0.1619423832358703,0.0217,10.75885,0.23134
GRPN,0.10582669660801541,nan,4.475,-2.13895
FIXX,0.10440737008045585,nan,-0.58641976,-0.028800001
MLI,0.3652320678306273,0.0171,9.910345,nan
NBSE,0.08392455230840215,nan,-0.4090909,-0.93077004
GKOS,0.20615123727683285,nan,-26.541899,-0.17758
FAF,0.4112903910855015,0.0376,10.124781,nan
EZPW,0.2300857559330693,nan,10.129411,0.07533
HSII,0.2709546337964837,0.024600001,8.628866,0.19849001
IMVT,0.09553157102427115,nan,-9.2228565,-0.43203998
LKFN,0.3183133818775789,0.036,13.299212,nan
DIOD,0.4056810606805721,nan,11.567489,0.23513001
KRG,0.2699402199933976,0.048299998,-2072.0,-0.00311
DKS,0.2507004124061977,0.016900001,10.417384,0.45097
DK,0.12799178128079208,0.040999997,11.153846,0.27886
ELA,0.11514412645990516,nan,15.023809,0.4423
INPX,0.04153179456796058,nan,-0.4869231,-0.82724
MSA,0.4564880280586075,0.014400001,20.961227,0.20434
INN,0.2004719136087289,0.0255,-322.0,0.00095
LXU,0.07707061159386108,nan,7.6982765,0.47185
NUE,0.3304462447792817,0.014099999,12.7962,0.39277
KVHI,0.23510646164243354,nan,21.469389,-0.027479999
PCYO,0.2985935197104764,nan,109.666664,0.06141
GBDC,0.34830549123669696,0.1,8.753246,0.04528
MEC,0.149521734530208,nan,9.029851,0.09
JSPR,0.0013045525508925346,nan,-2.5094342,-0.71436
ICFI,0.35906936843314685,0.0050999997,16.332378,0.07756
FRST,0.300114031392936,0.0444,5.784314,0.04401
FANH,0.11286109003197492,nan,10.060976,0.04644
ICLK,0.05204809064364818,nan,-0.6822222,-0.32206002
PHR,0.17866699643648087,nan,-41.090908,-0.49963
OCUP,0.05997190317724682,nan,-21.375002,0.52257
MSC,0.014307339863930828,nan,-13.740741,-0.39696997
LMAT,0.313654169901338,0.0104,40.0,0.07901
PK,0.21132356948990613,0.052199997,15.448719,0.0398
MSFT,0.5955191948727889,0.0089,28.163155,nan
MLVF,0.2609259410111079,nan,14.711539,0.04666
HPQ,0.3886115849301618,0.0353,8.252778,nan
HE,0.39900432717548745,0.037,16.269709,0.10345
ELF,0.2677889420915811,nan,56.560978,0.13562
GRTX,0.0479996455656408,nan,-2.0839696,nan
ORMP,0.06121260434366956,nan,-3.1095889,-0.23768
NCNA,0.057502018864261185,nan,-1.4389831,-0.61549
ISTR,0.2393969368250698,0.0292,8.3875,0.13014
ITGR,0.35324761809622646,nan,16.67004,0.04715
ICPT,0.11185951022452789,nan,-45.57895,nan
ERII,0.27907427286716197,nan,42.509438,0.13209
FAT,0.05556854344339881,0.1043,-1.7241379,nan
PBYI,0.1035312145678343,nan,19.142857,0.00021
PCH,0.3725584380015544,0.0398,26.722544,0.09455
LYTS,0.17162748759799146,0.0161,12.818181,nan
PDD,0.0835757791728481,nan,13.005726,0.32701
GCMG,0.23227149982636622,0.0559,10.346154,nan
ES,0.45832113252708384,0.0348,16.654507,0.09297
KRO,0.3091328096611304,0.0858,9.6875,0.11437
ELOX,0.05301575984596559,nan,-0.8554914,-6.15234
ODP,0.22160031263794502,nan,10.048837,0.13064
PPC,0.3241203792091369,nan,10.004386,nan
LAZR,0.08392820384664235,nan,-12.285714,-5.19803
MSM,0.508955394359792,0.0347,14.310726,0.27318
PKOH,0.1528721077301712,0.040700004,3.7923977,0.03847
GLBS,0.09107038839377211,nan,1.3648648,0.15313
GLOB,0.2957425296170135,nan,22.219545,0.10436
ESGR,0.2944348135752906,nan,7.403077,-0.16158001
PUK,0.33965593731956395,0.0128,8.217158,0.05856
LMFA,0.0282631795294564,nan,-0.5234899,-0.49877
PRIM,0.26645121954695494,0.0097,8.971631,0.12675
KNTK,0.045228821399090666,0.0996,12.780082,0.1529
INDO,0.0222214401172513,nan,-6.9275365,-0.38417
INFI,0.05840999460815274,nan,-0.42857146,-35.21349
DLTR,0.2696233553130734,nan,19.40783,0.19615999
GS,0.507937429324432,0.0293,9.009444,0.090550005
ELTK,0.11683339908917176,0.0436,5.324324,0.15176
PPSI,0.01027007689381398,nan,11.144444,-0.19941999
PII,0.3571136971295215,0.0239,10.327947,nan
NNDM,0.013545269703956225,nan,-9.5,-0.18304001
INCY,0.35849668656141936,nan,15.123984,0.0837
EGY,0.11787394576419477,0.061300002,1.7983193,0.17026
HRI,0.23199595477943402,0.0251,6.907459,0.32296002
PVBC,0.25284235346651845,0.0226,10.348484,-0.09729
OSG,0.1660509782902186,nan,12.799999,0.07832
OFS,0.18455822790517648,0.1251,7.4204545,-0.03949
M,0.1594266502290713,0.0405,4.3342175,0.30559
RCM,0.20618972435753655,nan,44.54286,-0.03756
KOD,0.12316696096312406,nan,-1.1347151,-0.60723
FREY,0.11271538502342086,nan,-3.863388,-0.15663
GDEN,0.20977737655173814,nan,18.737778,0.24490999
IDN,0.11119021960214058,nan,-110.50001,-0.20225
OSK,0.4317589735078078,0.0215,10.732117,nan
NNVC,0.01266033271727829,nan,-1.4615384,-0.29733
LBC,0.3193833286575217,0.0539,11.02439,nan
OGEN,0.03467771121195534,nan,-0.25925925,-0.72355
EXPD,0.5730224308624225,0.012200001,22.062016,0.41158
FITB,0.342278428045973,0.0514,7.550432,0.13024999
FIVE,0.3129314900314431,nan,28.769678,0.21072
HELE,0.32001649315823283,nan,10.280737,nan
HES,0.2289604586311789,0.012200001,15.564378,nan
GSK,0.5194911864217274,0.041199997,9.121518,nan
L,0.48054316881433656,0.0045,19.851723,0.06366
FSI,0.08560632168154766,nan,5.3157897,0.24508
LWAY,0.06965040332459278,nan,12.265306,0.01911
NDLS,0.1936525235122381,nan,11.227273,-0.08721
LMST,0.16569493209134062,0.0085,10.317181,nan
PRDO,0.25192875710305246,nan,6.8315787,0.13935
EXR,0.42112912382716383,0.0431,24.018957,0.23426001
KOPN,0.08952777090907521,nan,-52.0,-0.60758
GLPI,0.3415110902444342,0.0558,18.181818,0.18733999
ESLT,0.3491136500914254,0.0109,22.145782,0.103870004
KT,0.4625529459778357,nan,5.7360406,0.07934
PCSA,0.028298303173949903,nan,-0.5121951,-1.6643
FRGI,0.13168524032663048,nan,20.074999,-0.10436
GRNQ,0.021530029852015964,nan,-26.701427,-0.39613
INM,0.03973475365175222,nan,-0.192,-1.18986
ING,0.30734158567754655,0.0395,6.620321,0.22272
EIG,0.33076129518224706,0.024600001,11.311429,0.04487
FIZZ,0.15040011169855605,nan,29.235294,0.5138
MLAB,0.3088993555515261,0.004,129.07751,-0.00374
LADR,0.13540537435596856,0.1028,7.6016264,0.108500004
NOC,0.38572591356375296,0.0154,18.85043,0.34677
PINC,0.3657627931743879,0.0257,11.735916,0.077259995
HRZN,0.24655760417969924,0.1108,7.3726707,0.07503
KPLT,0.058770671998079484,nan,-1.4516128,-1.5803599
KAI,0.4000414892745043,0.0063,18.732862,0.19936001
MLCO,0.14991230931510144,nan,17.05,-4.3407197
LIVE,0.028931023964204716,nan,3.93685,0.22262
PCTY,0.3214147917923591,nan,35.86085,0.162
NVMI,0.3790480029744072,nan,18.363453,0.26437
KTOS,0.26225639368173576,nan,27.446808,-0.03575
GBLI,0.21895259457338462,0.0361,10.311111,-0.0012800001
HGEN,0.0141575812457303,nan,-2.2714286,nan
EYPT,0.08377888365601721,nan,-2.258993,-0.72844005
ITT,0.5029090946987446,0.0139,15.465201,0.16519
LXFR,0.2890476982456917,0.034,10.166667,nan
INSE,0.11087759627919742,nan,10.32258,nan
PIRS,0.08080690450066964,nan,-1.1277611,-0.84584
IBRX,0.07715563480833125,nan,-4.117647,nan
IVAC,0.14516949033474968,nan,25.32,-0.13014
F,0.31732332177403283,0.0517,7.2000003,-0.04689
NMRD,0.013278809288240595,nan,-1.3962265,nan
KAMN,0.30166039975785963,0.0379,27.246914,-0.06245
MLKN,0.2153580946192296,0.0458,9.244565,0.045229997
GLW,0.5262663112167911,0.0341,13.784232,nan
NMIH,0.27692099993640445,nan,5.9240503,0.18424
PRFT,0.2856406640266211,nan,12.754419,0.26944
OIG,0.00015774655798898537,nan,-21.222221,nan
LIZI,0.03840921443783675,nan,2.089706,0.26718
HD,0.5767858966370107,0.028399998,17.931982,nan
HHC,0.3583996594174985,nan,19.737246,0.05031
MSB,0.17141475627774017,0.219,-1.1704488,0.25142
OCX,0.07315434975423377,nan,-1.522222,-0.35514998
MSCI,0.4519588994928662,0.012,32.775135,nan
MDXG,0.11823461951683442,nan,38.3,-0.36146
PXS,0.024861468406236268,nan,5.1634617,0.24299999
LKQ,0.3841129604518005,0.0196,13.180365,nan
ISUN,0.03975848037831596,nan,-2.7391303,-1.359
ELAN,0.3138323894191257,nan,10.64045,-0.01054
ICLR,0.4216702944805863,nan,13.225121,nan
KRKR,0.046274804266065866,nan,8.91,0.06937
HSKA,0.22566416434651115,nan,-1673.7144,-0.04636
KBAL,0.14923705219203862,0.0294,15.987014,-0.09825
ORN,0.12726103561010457,nan,7.9333334,-0.08823
PRGS,0.49491238917320507,0.0128,11.751606,0.25145
MLSS,0.07117941220664788,nan,-12.833333,-0.66913
MED,0.23938574234542942,0.0734,7.819966,0.80314004
FARM,0.12654121096936177,nan,-6.0638294,-0.30597
FRSX,0.04540755625581863,nan,-7.8,-0.55999
PCAR,0.5707520784089379,0.0137,11.9504,nan
LYB,0.33903476232789304,0.0523,8.9339,0.31434
FLEX,0.36336791509359156,nan,8.5,0.2037
LAUR,0.1822212708142198,nan,10.155738,0.06335
PD,0.19005713066332128,nan,46.246155,-0.5077
GL,0.505526501099054,0.0084,9.654804,0.10927
ERJ,0.20409153846447148,nan,13.794642,-0.069299996
GBX,0.23865669364765354,0.0395,9.514389,0.03917
NMTC,0.024096416031314433,nan,-2.9056604,-0.74004996
HST,0.3026364944615623,0.030199999,18.802326,0.09561
PHI,0.22562267417332132,0.1121,11.433863,0.08613
LMB,0.10367714818891322,nan,11.763888,0.07419
MSN,0.022092369845521383,nan,0.12918918,-0.089899994
INDB,0.35375832861900497,0.0394,10.852714,0.093839996
INDP,0.05550635846689806,nan,-1.0520161,-0.47325
DLPN,0.01321611636656347,nan,4.1333337,-0.16765
DLA,0.20108823597271566,nan,9.904348,0.07245
NUVA,0.29612443097017943,nan,17.011858,0.04856
IVDA,0.01462323479561784,nan,-40.000004,-0.98499
NURO,0.021156772710886056,nan,3.475,-0.18967
PHX,0.09422916815953489,0.0342,7.5277777,0.17207001
MSGS,0.4153392589510475,nan,80.2,nan
NCR,0.25155143863677043,nan,6.442197,0.03833
HQY,0.21915568693505127,nan,22.552744,-0.01395
DLX,0.24110319248435763,0.081499994,4.563253,0.11118
ELP,0.23310471094852897,0.060100004,11.727272,0.05308
PULM,0.03637350952892309,nan,-0.47951058,-0.47954
NUWE,0.013152650077373767,nan,-0.77742445,-0.75841004
LAZY,0.12661893288879617,nan,11.394232,0.24007
LYV,0.2687440285863394,nan,51.74046,0.72613996
HEAR,0.14089639339464932,nan,181.16667,-0.51709
HRL,0.3626171959756593,0.0276,21.625668,0.13284999
GSAT,0.05907935068867538,nan,-45.300003,-0.75541
HESM,0.1909002857887053,0.0804,11.926829,nan
OEC,0.2692892820485731,0.0034999999,8.016556,0.27262
ELV,0.41647065536737005,0.013099999,12.66964,0.16992001
PPG,0.5006548250653939,0.018,17.125763,0.19226
OSPN,0.1573419082615139,nan,98.26666,-0.06823
MA,0.5415484010002901,0.0061000003,26.172865,nan
NVDA,0.32644135339724895,0.00059999997,45.86611,0.17934
KNW,0.018773862747885964,nan,-7.0000005,-9.59305
GD,0.6042080344617023,0.024500001,14.792683,nan
FIS,0.3970168390718646,0.0376,9.0617285,nan
ESCA,0.20481436380614101,0.040900003,7.7142854,0.11793
HEPA,0.04370904043737883,nan,-1.5806819,-0.59083
IDCC,0.4030869756524398,0.020499999,18.558903,0.12412
KRTX,0.1375080324843227,nan,-19.228683,-0.33942002
OFG,0.3108912344513334,0.0345,7.3901734,0.16430001
MELI,0.2474044723136434,nan,52.941982,0.28707
MMI,0.3949912686353144,0.0161,18.511765,0.14786
OGI,0.09682466496102772,nan,-8.333334,-0.02169
EH,0.043610104711807395,nan,-22.673468,-1.22263
INFN,0.20489773088445853,nan,13.760869,-0.30211002
PVL,0.07794103728262437,0.169,53.0,0.21439
KYN,0.18808020264300385,0.1019,2.9166665,nan
NVAX,0.04579388379742642,nan,-4.5117645,nan
MMP,0.39023474652304924,0.0754,10.8771925,0.47937
MT,0.28732568364453787,0.0156,5.272222,0.17839001
OSTK,0.09535127218405134,nan,678.6667,nan
EXPE,0.2729735956972207,nan,8.234881,0.09423
GLOP,0.08298163499541863,0.0047,6.573643,nan
ITI,0.20388318613598344,nan,24.263159,-0.24320999
DMAC,0.05764707081482381,nan,-2.2638888,-0.36060002
IDR,0.02793981397387802,nan,-208.66667,-0.17097999
PR,0.052858543916039516,0.0198,4.815668,0.17838
LITB,0.030364556496258972,nan,63.0,-1.67019
MTB,0.32452307688735554,0.0431,7.624243,0.10779
OHI,0.23119474222047276,0.1018,20.1203,0.11094
NNI,0.5199420266256447,0.0111,15.507247,0.1288
FRG,0.15811133522588228,0.088,7.637076,-0.11581001
EHTH,0.10239359827140669,nan,-6.0,-0.09357
GLMD,0.046360986803967365,nan,-0.62,-0.81357
INGN,0.16141457643518123,nan,-11.573914,-0.25094998
LAB,0.07669055538280456,nan,-170.00002,-1.17206
PRCH,0.07259648193363301,nan,-1.1667949,-1.05641
PINE,0.17734865761387106,0.070300005,-321.6,0.13555
FRGT,0.0077968248883418705,nan,-2.7142856,nan
K,0.36461614189913194,0.0345,16.377934,0.22398001
INMB,0.058798537376451826,nan,-3.5714285,-0.38907
GSL,0.1758756146777844,0.080299996,1.9352881,0.34892
FSK,0.414324964378209,0.1397,6.4639173,0.01248
MDLZ,0.7423613874932219,0.0209,22.432749,nan
EXTR,0.2202449585287719,nan,11.932886,nan
KALA,0.010136772148225554,nan,-1.2019818,-2.50556
EIGR,0.08254844753893491,nan,-0.83064514,-1.51557
ITRI,0.26175478834354005,nan,24.054054,-0.00818
MDRX,0.2368288523865063,nan,14.193182,0.08931
LAMR,0.33392578575845683,0.0476,18.704424,0.36365002
OII,0.12667402927060029,nan,13.744186,nan
FRME,0.3298507447860038,0.045900002,7.2587066,nan
KPRX,0.026700071617625915,nan,-1.6567163,-1.04543
HSBC,0.38242867178741574,0.045,10.602941,0.082770005
GDS,0.10281177930976339,nan,-11.589552,-0.05056
LIVN,0.2886318847503106,nan,17.107143,-0.06893
MRVL,0.3104872625816854,0.0063,17.165218,-0.01043
KTRA,0.03904897429053062,nan,-5.4313726,-1.82145
PXD,0.2451464091708512,0.1224,9.308943,nan
IBTX,0.3114109148152151,0.041500002,8.363219,0.04434
FRPH,0.35915146600989944,nan,138.09525,0.00931
ITUB,0.26474111567152847,0.047399998,6.518987,0.17984
FIVN,0.19595377891589572,nan,30.299063,-0.36326998
FKWL,0.028263342349184588,nan,7.528302,-0.06922
MLM,0.4216766583570794,0.0077,21.264637,0.124910004
NVNO,0.06807762548484482,nan,-1.851598,-0.52976
EKSO,0.027797432463306338,nan,-2.442623,-0.48132
HSDT,0.02070923415598768,nan,-0.5237838,-1.4502001
KRC,0.4152134593684229,0.0743,19.62416,nan
INSG,0.14629631560125428,nan,-5.016667,nan
MDVL,0.019413395796396764,nan,-1.28125,-2.38695
PIXY,0.01637944914787247,nan,-1.1162791,nan
LASR,0.209554955958874,nan,-46.157898,-0.19051
ERIC,0.36353644121718537,0.0452,9.803571,0.15082
